"","Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
"277236",783,2,"2014-11-18",5680,550,1,0,"0",0
"277285",839,2,"2014-11-18",5183,663,1,0,"0",0
"277354",924,2,"2014-11-18",4308,453,1,0,"0",0
"277368",939,2,"2014-11-18",4632,477,1,0,"0",0
"277464",1048,2,"2014-11-18",5495,432,1,0,"0",0
"277486",1074,2,"2014-11-18",4441,513,1,0,"0",0
"277590",83,1,"2014-11-17",3780,336,1,0,"0",0
"277670",187,1,"2014-11-17",5456,818,1,0,"0",0
"277680",200,1,"2014-11-17",7370,1005,1,0,"0",0
"277686",207,1,"2014-11-17",10310,1282,1,0,"0",0
"277723",248,1,"2014-11-17",7997,1123,1,0,"0",0
"277737",264,1,"2014-11-17",6145,879,1,0,"0",0
"277895",447,1,"2014-11-17",4969,646,1,0,"0",0
"277932",488,1,"2014-11-17",3562,391,1,0,"0",0
"277955",519,1,"2014-11-17",4400,493,1,0,"0",0
"278032",609,1,"2014-11-17",5180,602,1,0,"0",0
"278053",639,1,"2014-11-17",4078,461,1,0,"0",0
"278171",783,1,"2014-11-17",5478,630,1,0,"0",0
"278220",839,1,"2014-11-17",5423,744,1,0,"0",0
"278289",924,1,"2014-11-17",4446,470,1,0,"0",0
"278303",939,1,"2014-11-17",5101,497,1,0,"0",0
"278399",1048,1,"2014-11-17",5309,452,1,0,"0",0
"278421",1074,1,"2014-11-17",3721,475,1,0,"0",0
"278525",83,7,"2014-11-16",0,0,0,0,"0",0
"278605",187,7,"2014-11-16",0,0,0,0,"0",0
"278615",200,7,"2014-11-16",0,0,0,0,"0",0
"278621",207,7,"2014-11-16",0,0,0,0,"0",0
"278658",248,7,"2014-11-16",0,0,0,0,"0",0
"278672",264,7,"2014-11-16",0,0,0,0,"0",0
"278830",447,7,"2014-11-16",0,0,0,0,"0",0
"278867",488,7,"2014-11-16",0,0,0,0,"0",0
"278890",519,7,"2014-11-16",0,0,0,0,"0",0
"278967",609,7,"2014-11-16",0,0,0,0,"0",0
"278988",639,7,"2014-11-16",0,0,0,0,"0",0
"279106",783,7,"2014-11-16",0,0,0,0,"0",0
"279155",839,7,"2014-11-16",0,0,0,0,"0",0
"279224",924,7,"2014-11-16",0,0,0,0,"0",0
"279238",939,7,"2014-11-16",0,0,0,0,"0",0
"279334",1048,7,"2014-11-16",0,0,0,0,"0",0
"279356",1074,7,"2014-11-16",0,0,0,0,"0",0
"279460",83,6,"2014-11-15",3420,306,1,0,"0",0
"279540",187,6,"2014-11-15",3696,542,1,0,"0",0
"279550",200,6,"2014-11-15",7235,862,1,0,"0",0
"279556",207,6,"2014-11-15",8256,1074,1,0,"0",0
"279593",248,6,"2014-11-15",8192,1076,1,0,"0",0
"279607",264,6,"2014-11-15",5134,774,1,0,"0",0
"279765",447,6,"2014-11-15",5833,636,1,0,"0",0
"279802",488,6,"2014-11-15",3181,363,1,0,"0",0
"279825",519,6,"2014-11-15",5690,630,1,0,"0",0
"279902",609,6,"2014-11-15",2614,275,1,0,"0",0
"279923",639,6,"2014-11-15",2872,285,1,0,"0",0
"280041",783,6,"2014-11-15",6701,614,1,0,"0",0
"280090",839,6,"2014-11-15",3520,447,1,0,"0",0
"280159",924,6,"2014-11-15",2877,283,1,0,"0",0
"280173",939,6,"2014-11-15",6626,684,1,0,"0",0
"280269",1048,6,"2014-11-15",6622,560,1,0,"0",0
"280291",1074,6,"2014-11-15",5199,593,1,0,"0",0
"280395",83,5,"2014-11-14",4327,371,1,1,"0",0
"280475",187,5,"2014-11-14",7187,941,1,1,"0",0
"280485",200,5,"2014-11-14",8783,1055,1,1,"0",0
"280491",207,5,"2014-11-14",11784,1329,1,1,"0",0
"280528",248,5,"2014-11-14",8501,1096,1,1,"0",0
"280542",264,5,"2014-11-14",6413,864,1,1,"0",0
"280700",447,5,"2014-11-14",5579,619,1,1,"0",0
"280737",488,5,"2014-11-14",4120,430,1,1,"0",0
"280760",519,5,"2014-11-14",5680,571,1,1,"0",0
"280837",609,5,"2014-11-14",4512,536,1,1,"0",0
"280858",639,5,"2014-11-14",5327,555,1,1,"0",0
"280976",783,5,"2014-11-14",8148,751,1,1,"0",0
"281025",839,5,"2014-11-14",5629,734,1,1,"0",0
"281094",924,5,"2014-11-14",5659,507,1,1,"0",0
"281108",939,5,"2014-11-14",6129,609,1,1,"0",0
"281204",1048,5,"2014-11-14",7369,563,1,1,"0",0
"281226",1074,5,"2014-11-14",5798,595,1,1,"0",0
"281330",83,4,"2014-11-13",4035,357,1,1,"0",0
"281410",187,4,"2014-11-13",6312,771,1,1,"0",0
"281420",200,4,"2014-11-13",8110,1023,1,1,"0",0
"281426",207,4,"2014-11-13",11300,1312,1,1,"0",0
"281463",248,4,"2014-11-13",8034,1075,1,1,"0",0
"281477",264,4,"2014-11-13",5758,817,1,1,"0",0
"281635",447,4,"2014-11-13",4893,570,1,1,"0",0
"281672",488,4,"2014-11-13",3730,367,1,1,"0",0
"281695",519,4,"2014-11-13",5602,530,1,1,"0",0
"281772",609,4,"2014-11-13",4819,500,1,1,"0",0
"281793",639,4,"2014-11-13",4948,526,1,1,"0",0
"281911",783,4,"2014-11-13",7044,681,1,1,"0",0
"281960",839,4,"2014-11-13",5958,731,1,1,"0",0
"282029",924,4,"2014-11-13",4838,511,1,1,"0",0
"282043",939,4,"2014-11-13",5138,496,1,1,"0",0
"282139",1048,4,"2014-11-13",7046,563,1,1,"0",0
"282161",1074,4,"2014-11-13",6049,596,1,1,"0",0
"282265",83,3,"2014-11-12",3935,314,1,1,"0",0
"282345",187,3,"2014-11-12",5847,739,1,1,"0",0
"282355",200,3,"2014-11-12",8061,980,1,1,"0",0
"282361",207,3,"2014-11-12",11790,1332,1,1,"0",0
"282398",248,3,"2014-11-12",8803,1096,1,1,"0",0
"282412",264,3,"2014-11-12",6172,845,1,1,"0",0
"282570",447,3,"2014-11-12",5322,635,1,1,"0",0
"282607",488,3,"2014-11-12",3778,389,1,1,"0",0
"282630",519,3,"2014-11-12",5338,550,1,1,"0",0
"282707",609,3,"2014-11-12",5069,545,1,1,"0",0
"282728",639,3,"2014-11-12",4368,480,1,1,"0",0
"282846",783,3,"2014-11-12",6722,628,1,1,"0",0
"282895",839,3,"2014-11-12",6040,760,1,1,"0",0
"282964",924,3,"2014-11-12",5133,477,1,1,"0",0
"282978",939,3,"2014-11-12",5852,548,1,1,"0",0
"283074",1048,3,"2014-11-12",6771,511,1,1,"0",0
"283096",1074,3,"2014-11-12",4882,523,1,1,"0",0
"283200",83,2,"2014-11-11",4843,395,1,1,"0",0
"283280",187,2,"2014-11-11",7904,939,1,1,"0",0
"283290",200,2,"2014-11-11",7766,970,1,1,"0",0
"283296",207,2,"2014-11-11",12761,1385,1,1,"0",0
"283333",248,2,"2014-11-11",9021,1091,1,1,"0",0
"283347",264,2,"2014-11-11",7268,924,1,1,"0",0
"283505",447,2,"2014-11-11",5355,633,1,1,"0",0
"283542",488,2,"2014-11-11",4030,414,1,1,"0",0
"283565",519,2,"2014-11-11",5534,505,1,1,"0",0
"283642",609,2,"2014-11-11",4793,524,1,1,"0",0
"283663",639,2,"2014-11-11",5706,539,1,1,"0",0
"283781",783,2,"2014-11-11",7392,688,1,1,"0",0
"283830",839,2,"2014-11-11",5908,732,1,1,"0",0
"283899",924,2,"2014-11-11",5630,512,1,1,"0",0
"283913",939,2,"2014-11-11",6237,559,1,1,"0",0
"284009",1048,2,"2014-11-11",7029,515,1,1,"0",0
"284031",1074,2,"2014-11-11",5339,539,1,1,"0",0
"284135",83,1,"2014-11-10",5121,397,1,1,"0",0
"284215",187,1,"2014-11-10",8186,863,1,1,"0",0
"284225",200,1,"2014-11-10",9043,1177,1,1,"0",0
"284231",207,1,"2014-11-10",15242,1608,1,1,"0",0
"284268",248,1,"2014-11-10",9812,1166,1,1,"0",0
"284282",264,1,"2014-11-10",8487,1058,1,1,"0",0
"284440",447,1,"2014-11-10",6435,718,1,1,"0",0
"284477",488,1,"2014-11-10",4188,434,1,1,"0",0
"284500",519,1,"2014-11-10",6110,598,1,1,"0",0
"284577",609,1,"2014-11-10",5769,592,1,1,"0",0
"284598",639,1,"2014-11-10",6838,654,1,1,"0",0
"284716",783,1,"2014-11-10",8346,769,1,1,"0",0
"284765",839,1,"2014-11-10",7387,871,1,1,"0",0
"284834",924,1,"2014-11-10",6129,565,1,1,"0",0
"284848",939,1,"2014-11-10",7355,648,1,1,"0",0
"284944",1048,1,"2014-11-10",8253,631,1,1,"0",0
"284966",1074,1,"2014-11-10",7100,651,1,1,"0",0
"285070",83,7,"2014-11-09",0,0,0,0,"0",0
"285150",187,7,"2014-11-09",0,0,0,0,"0",0
"285160",200,7,"2014-11-09",0,0,0,0,"0",0
"285166",207,7,"2014-11-09",0,0,0,0,"0",0
"285203",248,7,"2014-11-09",0,0,0,0,"0",0
"285217",264,7,"2014-11-09",0,0,0,0,"0",0
"285375",447,7,"2014-11-09",0,0,0,0,"0",0
"285412",488,7,"2014-11-09",0,0,0,0,"0",0
"285435",519,7,"2014-11-09",0,0,0,0,"0",0
"285512",609,7,"2014-11-09",0,0,0,0,"0",0
"285533",639,7,"2014-11-09",0,0,0,0,"0",0
"285651",783,7,"2014-11-09",0,0,0,0,"0",0
"285700",839,7,"2014-11-09",0,0,0,0,"0",0
"285769",924,7,"2014-11-09",0,0,0,0,"0",0
"285783",939,7,"2014-11-09",0,0,0,0,"0",0
"285879",1048,7,"2014-11-09",0,0,0,0,"0",0
"285901",1074,7,"2014-11-09",0,0,0,0,"0",0
"286005",83,6,"2014-11-08",3606,312,1,0,"0",0
"286085",187,6,"2014-11-08",4189,518,1,0,"0",0
"286095",200,6,"2014-11-08",7222,912,1,0,"0",0
"286101",207,6,"2014-11-08",8116,1021,1,0,"0",0
"286138",248,6,"2014-11-08",7560,1012,1,0,"0",0
"286152",264,6,"2014-11-08",5903,817,1,0,"0",0
"286310",447,6,"2014-11-08",5574,636,1,0,"0",0
"286347",488,6,"2014-11-08",3393,378,1,0,"0",0
"286370",519,6,"2014-11-08",5717,647,1,0,"0",0
"286447",609,6,"2014-11-08",2821,309,1,0,"0",0
"286468",639,6,"2014-11-08",2851,298,1,0,"0",0
"286586",783,6,"2014-11-08",5900,611,1,0,"0",0
"286635",839,6,"2014-11-08",3513,436,1,0,"0",0
"286704",924,6,"2014-11-08",2816,265,1,0,"0",0
"286718",939,6,"2014-11-08",6547,644,1,0,"0",0
"286814",1048,6,"2014-11-08",6560,557,1,0,"0",0
"286836",1074,6,"2014-11-08",5469,600,1,0,"0",0
"286940",83,5,"2014-11-07",4492,386,1,1,"0",0
"287020",187,5,"2014-11-07",7715,903,1,1,"0",0
"287030",200,5,"2014-11-07",7776,977,1,1,"0",0
"287036",207,5,"2014-11-07",11967,1367,1,1,"0",0
"287073",248,5,"2014-11-07",8093,1093,1,1,"0",0
"287087",264,5,"2014-11-07",7728,991,1,1,"0",0
"287245",447,5,"2014-11-07",5387,631,1,1,"0",0
"287282",488,5,"2014-11-07",3892,430,1,1,"0",0
"287305",519,5,"2014-11-07",5991,570,1,1,"0",0
"287382",609,5,"2014-11-07",5334,553,1,1,"0",0
"287403",639,5,"2014-11-07",5599,561,1,1,"0",0
"287521",783,5,"2014-11-07",7846,737,1,1,"0",0
"287570",839,5,"2014-11-07",5886,769,1,1,"0",0
"287639",924,5,"2014-11-07",5995,511,1,1,"0",0
"287653",939,5,"2014-11-07",7196,665,1,1,"0",0
"287749",1048,5,"2014-11-07",7174,552,1,1,"0",0
"287771",1074,5,"2014-11-07",6210,659,1,1,"0",0
"287875",83,4,"2014-11-06",4702,379,1,1,"0",0
"287955",187,4,"2014-11-06",6921,846,1,1,"0",0
"287965",200,4,"2014-11-06",8017,1005,1,1,"0",0
"287971",207,4,"2014-11-06",12715,1435,1,1,"0",0
"288008",248,4,"2014-11-06",8587,1123,1,1,"0",0
"288022",264,4,"2014-11-06",6977,948,1,1,"0",0
"288180",447,4,"2014-11-06",5261,625,1,1,"0",0
"288217",488,4,"2014-11-06",3469,397,1,1,"0",0
"288240",519,4,"2014-11-06",5633,526,1,1,"0",0
"288317",609,4,"2014-11-06",4633,485,1,1,"0",0
"288338",639,4,"2014-11-06",5474,531,1,1,"0",0
"288456",783,4,"2014-11-06",8055,732,1,1,"0",0
"288505",839,4,"2014-11-06",5937,729,1,1,"0",0
"288574",924,4,"2014-11-06",6177,538,1,1,"0",0
"288588",939,4,"2014-11-06",6741,626,1,1,"0",0
"288684",1048,4,"2014-11-06",8481,587,1,1,"0",0
"288706",1074,4,"2014-11-06",5368,578,1,1,"0",0
"288810",83,3,"2014-11-05",4458,387,1,1,"0",0
"288890",187,3,"2014-11-05",6113,744,1,1,"0",0
"288900",200,3,"2014-11-05",9082,1081,1,1,"0",0
"288906",207,3,"2014-11-05",12250,1352,1,1,"0",0
"288943",248,3,"2014-11-05",9522,1098,1,1,"0",0
"288957",264,3,"2014-11-05",7127,963,1,1,"0",0
"289115",447,3,"2014-11-05",5595,621,1,1,"0",0
"289152",488,3,"2014-11-05",4141,374,1,1,"0",0
"289175",519,3,"2014-11-05",5067,509,1,1,"0",0
"289252",609,3,"2014-11-05",5487,586,1,1,"0",0
"289273",639,3,"2014-11-05",6618,603,1,1,"0",0
"289391",783,3,"2014-11-05",6801,653,1,1,"0",0
"289440",839,3,"2014-11-05",7214,842,1,1,"0",0
"289509",924,3,"2014-11-05",5782,517,1,1,"0",0
"289523",939,3,"2014-11-05",6396,612,1,1,"0",0
"289619",1048,3,"2014-11-05",8449,559,1,1,"0",0
"289641",1074,3,"2014-11-05",5711,566,1,1,"0",0
"289745",83,2,"2014-11-04",4880,389,1,1,"0",0
"289825",187,2,"2014-11-04",8537,980,1,1,"0",0
"289835",200,2,"2014-11-04",9994,1096,1,1,"0",0
"289841",207,2,"2014-11-04",14465,1504,1,1,"0",0
"289878",248,2,"2014-11-04",9627,1143,1,1,"0",0
"289892",264,2,"2014-11-04",8006,979,1,1,"0",0
"290050",447,2,"2014-11-04",6141,697,1,1,"0",0
"290087",488,2,"2014-11-04",4311,421,1,1,"0",0
"290110",519,2,"2014-11-04",6468,588,1,1,"0",0
"290187",609,2,"2014-11-04",5447,560,1,1,"0",0
"290208",639,2,"2014-11-04",6011,560,1,1,"0",0
"290326",783,2,"2014-11-04",7816,738,1,1,"0",0
"290375",839,2,"2014-11-04",7482,871,1,1,"0",0
"290444",924,2,"2014-11-04",6486,548,1,1,"0",0
"290458",939,2,"2014-11-04",7781,653,1,1,"0",0
"290554",1048,2,"2014-11-04",9242,611,1,1,"0",0
"290576",1074,2,"2014-11-04",7060,603,1,1,"0",0
"290680",83,1,"2014-11-03",5806,467,1,1,"0",0
"290760",187,1,"2014-11-03",9272,1025,1,1,"0",0
"290770",200,1,"2014-11-03",11400,1319,1,1,"0",0
"290776",207,1,"2014-11-03",18653,1821,1,1,"0",0
"290813",248,1,"2014-11-03",11204,1323,1,1,"0",0
"290827",264,1,"2014-11-03",9441,1219,1,1,"0",0
"290985",447,1,"2014-11-03",7179,788,1,1,"0",0
"291022",488,1,"2014-11-03",5219,477,1,1,"0",0
"291045",519,1,"2014-11-03",7603,693,1,1,"0",0
"291122",609,1,"2014-11-03",6603,677,1,1,"0",0
"291143",639,1,"2014-11-03",8124,690,1,1,"0",0
"291261",783,1,"2014-11-03",10784,919,1,1,"0",0
"291310",839,1,"2014-11-03",8933,957,1,1,"0",0
"291379",924,1,"2014-11-03",7845,630,1,1,"0",0
"291393",939,1,"2014-11-03",10317,833,1,1,"0",0
"291489",1048,1,"2014-11-03",10520,709,1,1,"0",0
"291511",1074,1,"2014-11-03",8426,731,1,1,"0",0
"291615",83,7,"2014-11-02",0,0,0,0,"0",0
"291695",187,7,"2014-11-02",0,0,0,0,"0",0
"291705",200,7,"2014-11-02",0,0,0,0,"0",0
"291711",207,7,"2014-11-02",0,0,0,0,"0",0
"291748",248,7,"2014-11-02",0,0,0,0,"0",0
"291762",264,7,"2014-11-02",0,0,0,0,"0",0
"291920",447,7,"2014-11-02",0,0,0,0,"0",0
"291957",488,7,"2014-11-02",0,0,0,0,"0",0
"291980",519,7,"2014-11-02",0,0,0,0,"0",0
"292057",609,7,"2014-11-02",0,0,0,0,"0",0
"292078",639,7,"2014-11-02",0,0,0,0,"0",0
"292196",783,7,"2014-11-02",0,0,0,0,"0",0
"292245",839,7,"2014-11-02",0,0,0,0,"0",0
"292314",924,7,"2014-11-02",0,0,0,0,"0",0
"292328",939,7,"2014-11-02",0,0,0,0,"0",0
"292424",1048,7,"2014-11-02",0,0,0,0,"0",0
"292446",1074,7,"2014-11-02",0,0,0,0,"0",0
"292550",83,6,"2014-11-01",0,0,0,0,"a",0
"292630",187,6,"2014-11-01",5111,583,1,0,"0",0
"292640",200,6,"2014-11-01",0,0,0,0,"a",0
"292646",207,6,"2014-11-01",8640,1075,1,0,"0",0
"292683",248,6,"2014-11-01",7401,1107,1,0,"0",0
"292697",264,6,"2014-11-01",6182,822,1,0,"0",0
"292855",447,6,"2014-11-01",5645,651,1,0,"0",0
"292892",488,6,"2014-11-01",3126,363,1,0,"0",0
"292915",519,6,"2014-11-01",5430,587,1,0,"0",0
"292992",609,6,"2014-11-01",2878,283,1,0,"0",0
"293013",639,6,"2014-11-01",0,0,0,0,"a",0
"293131",783,6,"2014-11-01",8518,764,1,0,"0",0
"293180",839,6,"2014-11-01",3484,435,1,0,"0",0
"293249",924,6,"2014-11-01",0,0,0,0,"a",0
"293263",939,6,"2014-11-01",0,0,0,0,"a",0
"293359",1048,6,"2014-11-01",6812,555,1,0,"0",0
"293381",1074,6,"2014-11-01",6420,697,1,0,"0",0
"293485",83,5,"2014-10-31",4812,449,1,0,"0",0
"293565",187,5,"2014-10-31",7520,919,1,0,"0",0
"293575",200,5,"2014-10-31",10114,1257,1,0,"0",0
"293581",207,5,"2014-10-31",9835,1240,1,0,"0",0
"293618",248,5,"2014-10-31",8576,1200,1,0,"0",0
"293632",264,5,"2014-10-31",5787,857,1,0,"0",1
"293790",447,5,"2014-10-31",6003,729,1,0,"0",0
"293827",488,5,"2014-10-31",3506,389,1,0,"0",0
"293850",519,5,"2014-10-31",5479,570,1,0,"0",0
"293927",609,5,"2014-10-31",4765,544,1,0,"0",1
"293948",639,5,"2014-10-31",5454,614,1,0,"0",0
"294066",783,5,"2014-10-31",0,0,0,0,"a",0
"294115",839,5,"2014-10-31",5864,753,1,0,"0",1
"294184",924,5,"2014-10-31",5730,566,1,0,"0",0
"294198",939,5,"2014-10-31",8220,839,1,0,"0",0
"294294",1048,5,"2014-10-31",7192,560,1,0,"0",0
"294316",1074,5,"2014-10-31",0,0,0,0,"a",1
"294420",83,4,"2014-10-30",3662,342,1,0,"0",0
"294500",187,4,"2014-10-30",6549,854,1,0,"0",0
"294510",200,4,"2014-10-30",8102,961,1,0,"0",0
"294516",207,4,"2014-10-30",9605,1152,1,0,"0",0
"294553",248,4,"2014-10-30",8164,1093,1,0,"0",0
"294567",264,4,"2014-10-30",5300,773,1,0,"0",1
"294725",447,4,"2014-10-30",5561,646,1,0,"0",0
"294762",488,4,"2014-10-30",2812,344,1,0,"0",0
"294785",519,4,"2014-10-30",4615,501,1,0,"0",0
"294862",609,4,"2014-10-30",4527,496,1,0,"0",1
"294883",639,4,"2014-10-30",4600,500,1,0,"0",0
"295001",783,4,"2014-10-30",8672,875,1,0,"0",0
"295050",839,4,"2014-10-30",4663,623,1,0,"0",1
"295119",924,4,"2014-10-30",4406,468,1,0,"0",0
"295133",939,4,"2014-10-30",5837,571,1,0,"0",0
"295229",1048,4,"2014-10-30",6522,498,1,0,"0",0
"295251",1074,4,"2014-10-30",5744,689,1,0,"0",1
"295355",83,3,"2014-10-29",3560,333,1,0,"0",0
"295435",187,3,"2014-10-29",5063,656,1,0,"0",0
"295445",200,3,"2014-10-29",6342,804,1,0,"0",0
"295451",207,3,"2014-10-29",7972,1084,1,0,"0",0
"295488",248,3,"2014-10-29",6145,879,1,0,"0",0
"295502",264,3,"2014-10-29",4753,720,1,0,"0",1
"295660",447,3,"2014-10-29",4753,642,1,0,"0",0
"295697",488,3,"2014-10-29",3034,347,1,0,"0",0
"295720",519,3,"2014-10-29",3933,446,1,0,"0",0
"295797",609,3,"2014-10-29",4706,537,1,0,"0",1
"295818",639,3,"2014-10-29",3873,470,1,0,"0",0
"295936",783,3,"2014-10-29",6575,641,1,0,"0",0
"295985",839,3,"2014-10-29",4611,672,1,0,"0",1
"296054",924,3,"2014-10-29",4112,369,1,0,"0",0
"296068",939,3,"2014-10-29",3912,458,1,0,"0",0
"296164",1048,3,"2014-10-29",5733,449,1,0,"0",0
"296186",1074,3,"2014-10-29",4237,479,1,0,"0",1
"296290",83,2,"2014-10-28",3593,340,1,0,"0",0
"296370",187,2,"2014-10-28",5961,868,1,0,"0",0
"296380",200,2,"2014-10-28",6407,870,1,0,"0",0
"296386",207,2,"2014-10-28",7990,1090,1,0,"0",0
"296423",248,2,"2014-10-28",6605,957,1,0,"0",0
"296437",264,2,"2014-10-28",4928,719,1,0,"0",1
"296595",447,2,"2014-10-28",5555,670,1,0,"0",0
"296632",488,2,"2014-10-28",2546,340,1,0,"0",0
"296655",519,2,"2014-10-28",2918,361,1,0,"0",0
"296732",609,2,"2014-10-28",4205,474,1,0,"0",1
"296753",639,2,"2014-10-28",3464,449,1,0,"0",0
"296871",783,2,"2014-10-28",5664,595,1,0,"0",0
"296920",839,2,"2014-10-28",4433,613,1,0,"0",1
"296989",924,2,"2014-10-28",3827,422,1,0,"0",0
"297003",939,2,"2014-10-28",3857,437,1,0,"0",0
"297099",1048,2,"2014-10-28",4177,393,1,0,"0",0
"297121",1074,2,"2014-10-28",3314,405,1,0,"0",1
"297225",83,1,"2014-10-27",3676,376,1,0,"0",0
"297305",187,1,"2014-10-27",5590,776,1,0,"0",0
"297315",200,1,"2014-10-27",7133,932,1,0,"0",0
"297321",207,1,"2014-10-27",8416,1161,1,0,"0",0
"297358",248,1,"2014-10-27",6819,1015,1,0,"0",0
"297372",264,1,"2014-10-27",5012,825,1,0,"0",1
"297530",447,1,"2014-10-27",4796,655,1,0,"0",0
"297567",488,1,"2014-10-27",3287,380,1,0,"0",0
"297590",519,1,"2014-10-27",3449,413,1,0,"0",0
"297667",609,1,"2014-10-27",4610,550,1,0,"0",1
"297688",639,1,"2014-10-27",3608,451,1,0,"0",0
"297806",783,1,"2014-10-27",6397,654,1,0,"0",0
"297855",839,1,"2014-10-27",4970,699,1,0,"0",1
"297924",924,1,"2014-10-27",3917,413,1,0,"0",0
"297938",939,1,"2014-10-27",4809,524,1,0,"0",0
"298034",1048,1,"2014-10-27",5081,433,1,0,"0",0
"298056",1074,1,"2014-10-27",4025,452,1,0,"0",1
"298160",83,7,"2014-10-26",0,0,0,0,"0",0
"298240",187,7,"2014-10-26",0,0,0,0,"0",0
"298250",200,7,"2014-10-26",0,0,0,0,"0",0
"298256",207,7,"2014-10-26",0,0,0,0,"0",0
"298293",248,7,"2014-10-26",0,0,0,0,"0",0
"298307",264,7,"2014-10-26",0,0,0,0,"0",0
"298465",447,7,"2014-10-26",0,0,0,0,"0",0
"298502",488,7,"2014-10-26",0,0,0,0,"0",0
"298525",519,7,"2014-10-26",0,0,0,0,"0",0
"298602",609,7,"2014-10-26",0,0,0,0,"0",0
"298623",639,7,"2014-10-26",0,0,0,0,"0",0
"298741",783,7,"2014-10-26",0,0,0,0,"0",0
"298790",839,7,"2014-10-26",0,0,0,0,"0",0
"298859",924,7,"2014-10-26",0,0,0,0,"0",0
"298873",939,7,"2014-10-26",0,0,0,0,"0",0
"298969",1048,7,"2014-10-26",0,0,0,0,"0",0
"298991",1074,7,"2014-10-26",0,0,0,0,"0",0
"299095",83,6,"2014-10-25",3357,298,1,0,"0",0
"299175",187,6,"2014-10-25",3313,413,1,0,"0",0
"299185",200,6,"2014-10-25",6677,825,1,0,"0",0
"299191",207,6,"2014-10-25",7148,936,1,0,"0",0
"299228",248,6,"2014-10-25",5617,904,1,0,"0",0
"299242",264,6,"2014-10-25",4984,697,1,0,"0",0
"299400",447,6,"2014-10-25",4495,590,1,0,"0",0
"299437",488,6,"2014-10-25",2878,362,1,0,"0",0
"299460",519,6,"2014-10-25",3990,508,1,0,"0",0
"299537",609,6,"2014-10-25",2683,282,1,0,"0",0
"299558",639,6,"2014-10-25",2842,298,1,0,"0",0
"299676",783,6,"2014-10-25",5529,583,1,0,"0",0
"299725",839,6,"2014-10-25",2789,375,1,0,"0",0
"299794",924,6,"2014-10-25",2671,267,1,0,"0",0
"299808",939,6,"2014-10-25",5977,631,1,0,"0",0
"299904",1048,6,"2014-10-25",5222,493,1,0,"0",0
"299926",1074,6,"2014-10-25",4507,536,1,0,"0",0
"300030",83,5,"2014-10-24",4106,366,1,1,"0",0
"300110",187,5,"2014-10-24",6711,872,1,1,"0",1
"300120",200,5,"2014-10-24",7094,957,1,1,"0",0
"300126",207,5,"2014-10-24",9797,1178,1,1,"0",1
"300163",248,5,"2014-10-24",7532,1048,1,1,"0",1
"300177",264,5,"2014-10-24",6448,866,1,1,"0",1
"300335",447,5,"2014-10-24",4708,571,1,1,"0",1
"300372",488,5,"2014-10-24",3485,352,1,1,"0",1
"300395",519,5,"2014-10-24",5323,590,1,1,"0",1
"300472",609,5,"2014-10-24",5077,574,1,1,"0",1
"300493",639,5,"2014-10-24",4312,504,1,1,"0",0
"300611",783,5,"2014-10-24",7135,714,1,1,"0",0
"300660",839,5,"2014-10-24",5384,692,1,1,"0",1
"300729",924,5,"2014-10-24",5562,477,1,1,"0",0
"300743",939,5,"2014-10-24",6208,612,1,1,"0",0
"300839",1048,5,"2014-10-24",6870,549,1,1,"0",1
"300861",1074,5,"2014-10-24",5647,629,1,1,"0",1
"300965",83,4,"2014-10-23",3652,314,1,1,"0",0
"301045",187,4,"2014-10-23",5356,710,1,1,"0",1
"301055",200,4,"2014-10-23",7128,957,1,1,"0",0
"301061",207,4,"2014-10-23",11057,1248,1,1,"0",1
"301098",248,4,"2014-10-23",7262,1037,1,1,"0",1
"301112",264,4,"2014-10-23",6793,898,1,1,"0",1
"301270",447,4,"2014-10-23",4952,601,1,1,"0",1
"301307",488,4,"2014-10-23",2825,325,1,1,"0",1
"301330",519,4,"2014-10-23",4360,495,1,1,"0",1
"301407",609,4,"2014-10-23",4913,527,1,1,"0",1
"301428",639,4,"2014-10-23",4951,509,1,1,"0",0
"301546",783,4,"2014-10-23",7525,680,1,1,"0",0
"301595",839,4,"2014-10-23",6017,759,1,1,"0",1
"301664",924,4,"2014-10-23",5188,498,1,1,"0",0
"301678",939,4,"2014-10-23",5721,571,1,1,"0",0
"301774",1048,4,"2014-10-23",6863,524,1,1,"0",1
"301796",1074,4,"2014-10-23",5573,591,1,1,"0",1
"301900",83,3,"2014-10-22",3849,326,1,1,"0",0
"301980",187,3,"2014-10-22",5166,651,1,1,"0",1
"301990",200,3,"2014-10-22",6990,885,1,1,"0",0
"301996",207,3,"2014-10-22",11617,1348,1,1,"0",1
"302033",248,3,"2014-10-22",7138,945,1,1,"0",1
"302047",264,3,"2014-10-22",4934,700,1,1,"0",1
"302205",447,3,"2014-10-22",5225,635,1,1,"0",1
"302242",488,3,"2014-10-22",3298,351,1,1,"0",1
"302265",519,3,"2014-10-22",4410,469,1,1,"0",1
"302342",609,3,"2014-10-22",4195,450,1,1,"0",1
"302363",639,3,"2014-10-22",4530,461,1,1,"0",0
"302481",783,3,"2014-10-22",5823,573,1,1,"0",0
"302530",839,3,"2014-10-22",4657,605,1,1,"0",1
"302599",924,3,"2014-10-22",4626,475,1,1,"0",0
"302613",939,3,"2014-10-22",5566,551,1,1,"0",0
